CTAS,GOOG,HAS,HOLX,IDXX,JBHT,KLAC,LILAK,SHPG
123.17,828.6499999999999,95.58,42.49,155.13,93.6,96.45,23.51,168.97999999999996
123.25,828.32,95.58,42.46,154.99,93.54,96.35,23.54,168.96
123.19,828.0299999999999,95.56700000000001,42.45,154.93,93.51,96.26,23.53333333333333,168.9
123.14,828.5498999999999,95.5173,42.45,154.93666666666667,93.49,96.27,23.526666666666667,168.845
123.09,828.11,95.46,42.44,154.9433333333333,93.44,96.25,23.52,168.79
123.11,828.11,95.48,42.44,154.94999999999996,93.45,96.2,23.53,168.735
123.13,828.1499999999999,95.47,42.45,154.94999999999996,93.57190000000004,96.225,23.56,168.78
123.25,828.375,95.46,42.45,154.93,93.59,96.21,23.58,168.78
123.25,828.0,95.43,42.47,154.926,93.51100000000001,96.15299999999999,23.57,168.8
123.23,828.32,95.38,42.47,154.922,93.59,96.2,23.560000000000002,168.8
123.2,828.34,95.32,42.455,154.97,93.56,96.2,23.55,168.86
123.24,828.34,95.31,42.455,154.82,93.56,96.18,23.55,168.85
123.245,828.27,95.31,42.48,154.918,93.58,96.14,23.55,168.85
123.25,828.0499999999997,95.32,42.47,154.87900000000002,93.5825,96.18,23.55,168.82
123.22999999999999,827.9149999999997,95.36000000000004,42.49,154.84,93.65,96.15,23.55,168.85
123.21,828.23,95.34,42.5,155.0,93.685,96.12,23.59,168.96
123.155,827.9199999999997,95.31,42.51,155.07,93.67,96.14,23.59,169.03
123.1,828.2899999999997,95.28,42.52,155.13,93.63,96.15,23.59,169.08
123.175,828.36,95.29,42.525,155.13333333333333,93.63,96.17500000000001,23.59,169.1207
123.14750000000001,828.47,95.26,42.525,155.13666666666666,93.7,96.2,23.59,169.12
123.12,828.4199999999997,95.31,42.53,155.14,93.7,96.23,23.59,169.16
123.21,828.2899999999997,95.27,42.535,155.18,93.72,96.22,23.58,169.13
123.13,828.365,95.27,42.5,155.17,93.69,96.2,23.61,169.11
123.08,828.0,95.24,42.485,155.15,93.66,96.19,23.6026,168.9
123.02,828.0,95.2414,42.49,155.16,93.6,96.175,23.61195,168.88
123.0602,828.02,95.24,42.5,155.17,93.69,96.15,23.621299999999998,168.97999999999996
122.98,827.96,95.24,42.4908,155.16,93.65,96.16,23.63065,168.97999999999996
122.97,828.325,95.25,42.495,155.1047,93.66,96.18,23.64,168.94999999999996
122.96,828.22,95.26,42.49,155.19,93.59,96.16,23.636666666666667,168.97999999999996
123.0,828.4199999999997,95.28,42.48,155.14499999999998,93.59,96.21,23.633333333333333,168.96
123.0,828.4042,95.24,42.47,155.1,93.58,96.15,23.63,168.93
122.98,828.3755999999997,95.26,42.46,155.1,93.69,96.17,23.62,168.97999999999996
123.03,828.69,95.28,42.4501,155.095,93.75,96.21,23.65,169.07
123.0,828.32,95.3,42.4501,155.09,93.74,96.22,23.64,169.03
123.01,828.27,95.28,42.45,155.06,93.75,96.23,23.64,168.99
123.0,828.2,95.27,42.46,155.03,93.76,96.17,23.64,168.8
122.83,827.7849999999999,95.2,42.42,154.93,93.62,96.12,23.6279,168.72999999999996
122.9,827.46,95.15,42.4,154.85,93.64,96.08,23.61,168.59
122.83,826.96,95.04,42.4,154.76,93.52,96.04,23.605,168.5701
122.82,826.6499999999999,95.07,42.39,154.7906,93.44,96.03,23.6,168.63
122.9,826.96,95.05,42.39,154.79,93.44,96.03,23.595,168.67
122.81,826.99,95.03,42.39,154.75,93.39,96.03,23.59,168.72
122.75,827.1504,94.94,42.395,154.73333333333332,93.36000000000004,96.03,23.55,168.77599999999995
122.7524,826.74,94.92,42.4,154.71666666666664,93.365,95.9525,23.5568,168.615
122.7,826.36,94.89,42.39,154.69999999999996,93.35499999999999,95.93,23.5495,168.6
122.7,826.6154,94.89,42.4,154.69,93.345,95.92,23.5422,168.56
122.59,826.0,94.84,42.37,154.51,93.335,95.88,23.5349,168.52
122.66,826.0399999999997,94.845,42.4,154.55,93.35,95.91,23.54,168.62
122.67,826.0,94.7875,42.42,154.59,93.34,95.93,23.54515,168.67
122.66,825.85,94.78,42.43,154.6,93.325,95.93,23.5503,168.6424
122.65,825.5197,94.795,42.42,154.55,93.1961,95.9,23.54,168.58
122.65,825.4457999999997,94.83,42.42,154.5,93.176,95.9025,23.536666666666665,168.60499999999996
122.64,825.5701,94.81,42.42,154.54,93.24,95.88125000000002,23.533333333333335,168.67749999999998
122.63,825.7653,94.96,42.41,154.569,93.205,95.86000000000004,23.53,168.75
122.61000000000004,825.7,95.01,42.44,154.51,93.29,95.91,23.56,168.62
122.65,825.93,95.04,42.445,154.52,93.33,95.88,23.58,168.8
122.71,825.8999999999999,95.08,42.46,154.5,93.29,95.91,23.6,168.73000000000002
122.69999999999999,825.76,95.15,42.46,154.47999999999996,93.22399999999999,95.925,23.62,168.66
122.69,826.2632999999997,95.2,42.46,154.47,93.26,95.94,23.6125,168.76
122.67,825.9099999999999,95.23,42.45,154.5,93.17,95.95,23.605,168.78
122.67,826.02,95.2,42.46,154.4775,93.16,95.94,23.5975,168.86
122.61000000000004,825.755,95.15,42.46,154.45499999999998,93.09700000000001,95.94,23.59,168.83
122.59,825.76,95.14,42.45,154.4325,93.07,95.94,23.6,168.8
122.57,825.52,95.13,42.43,154.41,93.07,95.87,23.59,168.6953
122.55,825.7899999999997,95.11000000000004,42.44,154.51,93.1,95.92,23.58,168.72999999999996
122.55,825.6599999999999,95.12,42.44,154.5025,93.1,95.915,23.6,168.84
122.51,825.6649999999997,95.13,42.455,154.49499999999998,93.12,95.91,23.6,168.8097
122.57,825.84,95.15,42.45,154.48749999999995,93.14,95.88,23.6,168.78
122.5,825.845,95.15,42.44,154.47999999999996,93.08,95.86000000000004,23.58,168.7699
122.55,825.85,95.2,42.45,154.54,93.111,95.9125,23.59,168.74994999999998
122.55,826.02,95.22,42.445,154.54,93.08,95.91,23.58,168.72999999999996
122.51,825.9925,95.16,42.43,154.505,92.98,95.89,23.58,168.72
122.5,825.9225,95.13,42.41,154.47,92.93,95.865,23.57,168.63
122.45,825.9099999999999,95.11000000000004,42.37,154.5,92.93,95.88,23.56,168.61
122.43,826.0,95.09,42.385,154.53,93.0,96.01,23.55,168.72
122.35,825.77,95.04,42.38,154.375,92.925,96.08,23.54,168.595
122.12,824.72,94.9,42.29,154.22,92.94,95.92,23.53,168.47
122.13,824.8279999999999,94.91,42.32,154.3,92.925,95.96,23.525,168.43
122.05,824.3999999999999,94.9,42.34,154.26,92.905,95.99,23.52,168.39
122.08,824.22,94.92,42.34,154.25333333333333,92.915,95.94,23.535,168.29
122.04,824.57,94.93,42.35,154.24666666666667,92.95,95.97,23.55,168.44999999999996
122.05,824.1,94.935,42.34,154.24,92.99,95.99,23.55,168.445
122.02,824.08,94.94,42.33,154.25,92.98500000000004,95.99,23.55,168.47
122.1,824.31,94.975,42.35,154.24,93.0,96.04,23.543333333333333,168.53
122.07,824.19,95.01,42.33,154.22750000000002,92.98,96.03125,23.53666666666667,168.5482
122.07,824.08,95.03999999999999,42.33,154.215,92.965,96.0225,23.53,168.535
122.03,824.3999999999999,95.07,42.3275,154.2025,93.01,96.03,23.54,168.54
122.02,824.2,95.1,42.325,154.19,93.08,96.02,23.55,168.58
122.1,824.35,95.1,42.325,154.155,93.11000000000004,96.025,23.546666666666667,168.515
122.04,824.37,95.09,42.295,154.12,93.12,96.03,23.543333333333333,168.44999999999996
122.03,824.215,95.07,42.28,154.02,93.1,96.01,23.54,168.47999999999996
122.06,824.215,95.09,42.275,154.12,93.125,96.05,23.51,168.51
122.13,824.58,95.14,42.28,154.17,93.16,96.07,23.53,168.565
122.10499999999999,824.45,95.13,42.28,154.21,93.24,96.09,23.55,168.54
122.08,824.47,95.12,42.27,154.18,93.21,96.11000000000004,23.55,168.47
122.09,824.49,95.13,42.28,154.15,93.25,96.12,23.55,168.43
122.03,824.565,95.1699,42.29,154.18,93.2,96.13,23.55,168.435
122.03,824.85,95.15,42.29,154.21,93.185,96.17,23.55,168.41
122.09,825.4493,95.17,42.3,154.24,93.2,96.18,23.55,168.56
122.1,825.5415,95.27,42.31,154.34,93.26,96.26,23.56,168.62
122.11000000000004,825.4688999999997,95.24,42.31,154.35,93.31,96.2725,23.55,168.6398
122.14,825.5499999999997,95.21,42.32,154.38666666666666,93.3,96.26,23.55,168.59
122.2,825.4532,95.24,42.33,154.42333333333335,93.25,96.24,23.55,168.57999999999998
122.21,825.6666,95.27,42.315,154.46,93.36000000000004,96.22,23.55,168.57
122.22,825.88,95.29,42.32,154.5,93.35,96.22,23.53,168.56
122.27,825.88,95.25,42.33,154.54,93.33,96.23,23.55,168.6
122.3595,826.1699999999997,95.28,42.33,154.58,93.4,96.31,23.55,168.63
122.36000000000004,826.1349999999999,95.3,42.33,154.5,93.36000000000004,96.315,23.53,168.67
122.31,826.1,95.3,42.33,154.55,93.38500000000002,96.32,23.55,168.605
122.35,826.06,95.32,42.32,154.56,93.41,96.31,23.54,168.54
122.35,826.1599999999999,95.3,42.32,154.565,93.39,96.34,23.54,168.528
122.52,826.4129,95.31,42.33,154.57,93.41,96.3,23.54,168.54
122.56,826.58,95.33,42.32,154.5,93.39,96.35,23.53,168.61
122.51,826.83,95.33,42.34,154.61,93.425,96.35,23.545,168.71
122.57,827.14,95.39,42.35,154.66,93.46,96.42,23.56,168.71
122.72,827.4821,95.44,42.37,154.77,93.51,96.49,23.55,168.8
122.66,828.1699999999997,95.47,42.39,154.8,93.49,96.54,23.57,168.834
122.63,827.62,95.5,42.381,154.82,93.47399999999999,96.54,23.573333333333334,168.94999999999996
122.63,827.84,95.48,42.38,154.80666666666667,93.47600000000004,96.56,23.576666666666664,168.93
122.63,827.84,95.445,42.3707,154.79333333333332,93.445,96.58,23.58,168.88
122.53,828.0,95.48,42.37,154.78,93.44,96.63,23.56,168.82999999999998
122.53,827.955,95.47,42.36,154.78,93.4,96.63,23.57,168.78
122.53,827.63,95.45,42.36,154.74,93.34,96.64,23.566666666666666,168.69999999999996
122.59,827.81,95.444,42.3607,154.69999999999996,93.42,96.72,23.563333333333333,168.69999999999996
122.54,828.01,95.452,42.36,154.71999999999997,93.46,96.71,23.56,168.69999999999996
122.56,827.8999999999999,95.46,42.36,154.73999999999998,93.44,96.75,23.565,168.76
122.58,827.7799999999999,95.48,42.3607,154.76,93.45,96.75,23.5775,168.81
122.62,827.99,95.49,42.35,154.78,93.46,96.75,23.59,168.9
122.62,827.93,95.5,42.35,154.78666666666666,93.39,96.725,23.58,168.85
122.64500000000001,827.9199999999997,95.51,42.35,154.79333333333335,93.4,96.72,23.56,168.85
122.67,828.0349999999999,95.54,42.38,154.8,93.405,96.78,23.59,168.87
122.71,828.5399999999997,95.6,42.39,154.89,93.51,96.77,23.62,168.87
122.67,828.21,95.56,42.3907,154.85,93.464,96.77,23.615000000000002,168.8625
122.67500000000001,828.33,95.6,42.39,154.78,93.5,96.75,23.61,168.855
122.68,828.125,95.57,42.3944,154.72999999999996,93.54,96.73,23.61,168.8475
122.74,827.7799999999999,95.5799,42.38,154.73599999999996,93.5175,96.76,23.61,168.86124999999998
122.74,827.805,95.58,42.3707,154.74199999999996,93.49,96.76,23.61,168.875
122.76,827.7899999999997,95.61000000000004,42.37,154.748,93.49,96.76,23.61,168.9
122.8,827.765,95.61000000000004,42.37,154.754,93.484,96.765,23.61,168.94
122.78,827.9249999999997,95.62,42.38,154.76,93.51,96.77,23.61,169.0
122.77,827.9199999999997,95.6,42.37,154.7875,93.53,96.73,23.606666666666666,169.14
122.75,827.88,95.58,42.37,154.815,93.47,96.69,23.603333333333335,169.05
122.74,827.6499999999999,95.58833333333334,42.36,154.81,93.45,96.68,23.6,169.02
122.75,827.81,95.59666666666666,42.36,154.86,93.41,96.67,23.58,168.97999999999996
122.75,827.6599999999999,95.605,42.35,154.82,93.38,96.715,23.56,169.0
122.77,827.98,95.64,42.36,154.84,93.41,96.76,23.58,168.97999999999996
122.79,828.1699999999997,95.63,42.36,154.8565,93.45,96.75,23.595,168.97499999999997
122.83,828.09,95.62,42.36,154.86825,93.3501,96.76,23.61,168.97
122.84,828.0,95.6,42.36,154.88,93.32,96.75,23.62,168.995
122.82,828.11,95.6178,42.3607,154.89499999999998,93.29,96.74000000000001,23.61,169.02
122.8,827.8999999999999,95.62,42.35,154.91,93.33,96.73,23.6075,169.0
122.78999999999999,828.0,95.63,42.34,154.8,93.315,96.73,23.605,168.98000000000002
122.78,827.9442,95.6395,42.34,154.72,93.3,96.73,23.6025,168.96
122.8,827.8884,95.6293,42.32,154.64,93.305,96.73,23.6,168.9
122.8075,827.89,95.62,42.33,154.68,93.31,96.735,23.6,168.94999999999996
122.81,827.9049999999999,95.64,42.335,154.735,93.41,96.74,23.59,168.99
122.82,827.89,95.61000000000004,42.35,154.79,93.39,96.76,23.6,168.99
122.815,827.84,95.63,42.35,154.74,93.42200000000001,96.74,23.6025,168.9909
122.81,827.84,95.63,42.365,154.74,93.51070000000004,96.77,23.605,168.9918
122.81,827.84,95.67,42.36,154.74,93.54,96.775,23.6075,168.9927
122.8,828.1,95.71,42.36,154.76,93.55,96.78,23.61,168.92
122.93,828.48,95.77,42.4,154.77,93.645,96.855,23.64,169.06
122.915,828.539,95.77,42.4035,154.75,93.63,96.915,23.67,168.97999999999996
122.9,828.2999999999997,95.8,42.4,154.71,93.58,96.9399,23.668575,168.9475
122.87,828.18,95.8,42.38,154.68,93.53,96.96,23.66715,168.915
122.86000000000004,828.0399999999997,95.8,42.38,154.66,93.49,96.94666666666666,23.665725000000002,168.93249999999998
122.81,828.33,95.8,42.39,154.68,93.46,96.93333333333334,23.6643,168.94999999999996
122.81,828.39,95.8,42.4,154.68,93.5,96.92,23.662875,169.05
122.82,828.0499999999997,95.79,42.39,154.64,93.45,96.905,23.661450000000002,169.0
122.8,828.0499999999997,95.78,42.38,154.61,93.53,96.8899,23.660025,168.94
122.78,827.95,95.68,42.38,154.665,93.52,96.87,23.6586,169.0
122.785,828.1499999999999,95.67,42.39,154.61,93.55,96.88,23.6593,169.06
122.79,828.0,95.67500000000001,42.4,154.61,93.535,96.865,23.66,168.9701
122.79,828.0,95.68,42.39,154.61,93.52,96.85749999999999,23.67,168.99755
122.79,828.06,95.68,42.39,154.61,93.53999999999999,96.85,23.67,169.025
122.76,827.9624999999999,95.7,42.39,154.61,93.56,96.83,23.69,169.01
122.75,827.7949999999997,95.7,42.4,154.69999999999996,93.54,96.79,23.685000000000002,169.01
122.75,827.68,95.68,42.381,154.67333333333332,93.47,96.795,23.68,168.93
122.77,827.74,95.7,42.385,154.64666666666665,93.44,96.785,23.68,168.93
122.74,828.07,95.68,42.385,154.62,93.46000000000001,96.79,23.68,169.01
122.77,827.9099999999999,95.675,42.38,154.65,93.48,96.81,23.68,169.04
122.78,827.9199999999997,95.67,42.38,154.68,93.57,96.83,23.68,169.07
122.76,828.11,95.69,42.38,154.625,93.57,96.8246,23.67,169.146
122.725,827.64,95.66,42.39,154.82,93.52,96.82,23.66,169.065
122.69,827.77,95.67,42.4,154.81,93.55,96.82,23.68,169.04
122.691,827.7899999999997,95.65,42.41,154.85,93.49,96.81,23.69,169.09
122.72,827.365,95.655,42.41,154.74,93.54,96.82,23.6999,169.02
122.72,827.13,95.65,42.405,154.72,93.48,96.77,23.69495,169.15
122.63,826.75,95.56,42.38,154.68,93.39,96.71,23.69,169.16
122.58,826.1699999999997,95.49,42.38,154.47,93.31,96.69,23.68,169.17
122.6,826.4199999999997,95.49,42.38,154.64,93.33,96.67,23.67,169.22
122.62,826.7258,95.49,42.39,154.64,93.315025,96.675,23.685000000000002,169.25
122.615,826.7899999999997,95.47,42.395,154.64,93.30005000000003,96.68,23.7,169.215
122.5675,826.5,95.51,42.405,154.5996,93.28507500000003,96.6692,23.7,169.235
122.52,826.5199999999999,95.51,42.4,154.6319,93.27010000000004,96.66,23.7,169.22999999999996
122.53,826.5399999999997,95.55,42.4,154.61793333333333,93.29,96.66,23.71,169.24
122.59,826.62,95.53999999999999,42.411,154.60396666666668,93.24,96.69,23.715,169.27
122.59,826.56,95.53,42.42,154.59,93.24,96.68,23.72,169.26
122.55,826.625,95.52,42.43,154.60000000000002,93.27,96.7,23.725,169.2347
122.65,826.7,95.55,42.455,154.61,93.29,96.72,23.73,169.36
122.675,826.6499999999999,95.58,42.46,154.67,93.29,96.73,23.742,169.33
122.67,826.6499999999999,95.56,42.44,154.68,93.24,96.73,23.754,169.28500000000003
122.64,826.44,95.59,42.45,154.68,93.25,96.71,23.766,169.24
122.64,826.49,95.61,42.45,154.64,93.26,96.74,23.778,169.375
122.61000000000004,826.5,95.63,42.44,154.6,93.26,96.72,23.79,169.3726
122.64,826.25,95.61000000000004,42.45,154.595,93.28,96.72,23.76,169.3263
122.58,826.1575,95.63,42.43,154.59,93.24,96.715,23.76,169.28
122.58,826.485,95.64,42.44,154.5703,93.27,96.73,23.76,169.29000000000002
122.595,826.225,95.65,42.445,154.55,93.35,96.72333333333333,23.77,169.3
122.58,826.36,95.66,42.445,154.59,93.36000000000004,96.71666666666667,23.77,169.33
122.55,826.3999999999999,95.67,42.455,154.61,93.38,96.71,23.765,169.34
122.52,826.0399999999997,95.68,42.44,154.54000000000002,93.26,96.71,23.77,169.3
122.48,826.12,95.635,42.435,154.47,93.26,96.7,23.75,169.315
122.43,826.02,95.62,42.415,154.37,93.2,96.69,23.75,169.17
122.37,825.8746999999997,95.61000000000004,42.41,154.42,93.2,96.65,23.75,169.18499999999997
122.385,825.72,95.59,42.415,154.43,93.21,96.66,23.755000000000003,169.19999999999996
122.41,825.7,95.61000000000004,42.415,154.35,93.3,96.67,23.76,169.17
122.4,825.6699999999997,95.6,42.405,154.37,93.27,96.67,23.75,169.19333333333333
122.38,825.49,95.62,42.415,154.41,93.25,96.65,23.7599,169.21666666666667
122.36000000000004,825.4497,95.615,42.4197,154.37,93.26,96.65,23.76495,169.24
122.415,825.4199999999997,95.62,42.41,154.33,93.34,96.63,23.77,169.17
122.44,825.635,95.63,42.425,154.31333333333333,93.37,96.63,23.765,169.11
122.45,825.711,95.65,42.43,154.29666666666668,93.37,96.65,23.76,169.09
122.46,825.25,95.63,42.42,154.28,93.3,96.61000000000004,23.75,169.07
122.44,825.18,95.64,42.4,154.32,93.305,96.62,23.75,169.06
122.43,825.1499999999999,95.63,42.395,154.22999999999996,93.31,96.58,23.73,169.05
122.49,825.64,95.67,42.41,154.3023,93.4,96.64,23.733333333333334,169.115
122.53,825.6425,95.67,42.4,154.38,93.40100000000001,96.654,23.736666666666665,169.14
122.54,825.6499999999999,95.685,42.42,154.44999999999996,93.47,96.69,23.74,169.18
122.57,825.6499999999999,95.72,42.4,154.48999999999998,93.4881,96.72,23.73,169.155
122.63,826.2,95.81,42.43,154.53,93.54,96.78,23.76,169.13
122.69,826.35,95.81,42.45,154.51749999999998,93.56,96.795,23.745,169.275
122.73,826.46,95.81,42.445,154.505,93.525,96.81,23.73,169.28
122.6963,826.39,95.82,42.46,154.49249999999998,93.49,96.79,23.73,169.27
122.78,825.97,95.86000000000004,42.465,154.47999999999996,93.46,96.78,23.73,169.26
122.72,826.1599999999999,95.8195,42.46,154.49,93.51,96.77,23.73,169.25
122.78,825.86,95.87,42.485,154.47,93.53,96.76,23.73,169.24
122.82,826.2324999999997,95.88,42.4707,154.54,93.57,96.77,23.72,169.36
122.78,825.904,95.9,42.46,154.56,93.5,96.73500000000004,23.71,169.38
122.78,826.18,95.89,42.465,154.56,93.54,96.76,23.72,169.35333333333332
122.81,825.9680000000003,95.87,42.46,154.51,93.57,96.74,23.73,169.32666666666668
122.89,826.2999999999997,95.88,42.45,154.43,93.56,96.72999999999999,23.73,169.3
122.83,826.2999999999997,95.87,42.45,154.51,93.53,96.72,23.725,169.28750000000002
122.8,825.95,95.85,42.451,154.44999999999996,93.48,96.71,23.72,169.275
122.785,825.9289999999999,95.86000000000004,42.455,154.42,93.49000000000001,96.705,23.72,169.26
122.77,826.09,95.85,42.46,154.43,93.5,96.7,23.73,169.3025
122.8064,826.255,95.88,42.475,154.445,93.57,96.7,23.72,169.32
122.72,825.926,95.87,42.4797,154.425,93.5195,96.71,23.7,169.2447
122.7325,826.178,95.9,42.46,154.39,93.51,96.71,23.7,169.21
122.745,826.43,95.89,42.48,154.52,93.54,96.71,23.73,169.27
122.8,826.39,95.9,42.48,154.57,93.605,96.75,23.73,169.3
122.78,826.75,95.94,42.49100000000001,154.63,93.61000000000004,96.76,23.73,169.27
122.76,826.8026999999997,95.96,42.49,154.67,93.59,96.73,23.726666666666667,169.25
122.76,826.1699999999997,95.95,42.485,154.62,93.55,96.71,23.723333333333333,169.17000000000002
122.72,826.09,95.92,42.485,154.57,93.48,96.7,23.72,169.09
122.72,826.137,95.87,42.495,154.6,93.49,96.67,23.7,169.17
122.71,826.14,95.87,42.48,154.59,93.43,96.63,23.69,169.07
122.72,826.2,95.89,42.485,154.61,93.46,96.65,23.69,169.1252
122.69,826.2425,95.88,42.485,154.55,93.46,96.66,23.7,169.06
122.71,826.39,95.9,42.485,154.56333333333333,93.44,96.65,23.7,169.02
122.7,826.4200000000001,95.9,42.49,154.57666666666668,93.43,96.64,23.7,169.12
122.69,826.45,95.92,42.505,154.59,93.46,96.63,23.7,169.165
122.64,826.315,95.93,42.49,154.57,93.47,96.65,23.7,169.18
122.62,826.4099999999999,95.94,42.505,154.66,93.48,96.66,23.71,169.22
122.51,825.7899999999997,95.9474,42.48,154.6,93.45,96.62,23.71,169.1476
122.42,825.52,95.865,42.44,154.47,93.31,96.48,23.67,169.01
122.36000000000004,825.18,95.8,42.41,154.33,93.23,96.47,23.66,168.9
122.4,825.3999999999999,95.8,42.41,154.385,93.25,96.43,23.62,169.01
122.52,825.46,95.81,42.405,154.4,93.32,96.45,23.65,169.04
122.6,825.1,95.84,42.4299,154.475,93.32,96.49,23.66,169.08
122.6,825.2,95.85,42.425,154.4925,93.28,96.5,23.66,169.01
122.64,825.32,95.86000000000004,42.43,154.51,93.29,96.48,23.66,169.02499999999998
122.65,825.5350000000001,95.85,42.425,154.47,93.27,96.46,23.66,169.04
122.66,825.75,95.86000000000004,42.42100000000001,154.44,93.26,96.51,23.65,169.1
122.66,825.69,95.88,42.42,154.45,93.22,96.49,23.66,169.085
122.63,825.5499999999997,95.85,42.41,154.46,93.23,96.48,23.66,169.05
122.64,825.35,95.85,42.4,154.46,93.22,96.5,23.66,169.04
122.6,825.18,95.83,42.4,154.44999999999996,93.146,96.48,23.66,169.0
122.645,825.4199999999997,95.81,42.43,154.44999999999996,93.13,96.46,23.66,169.05
122.66,825.555,95.85,42.45,154.5,93.14,96.52,23.66,169.06
122.69,825.7803,95.82,42.455,154.56,93.1,96.54,23.65,168.91
122.66,825.69,95.83,42.465,154.62,93.12,96.52,23.66,168.96
122.64,825.9899,95.83,42.47,154.53,93.12,96.53,23.66,168.93
122.61000000000004,826.068,95.89,42.5,154.54,93.12,96.54,23.66,168.97
122.56,825.96,95.91,42.495,154.565,93.11000000000004,96.55,23.66,169.01
122.57,825.5185,95.86000000000004,42.48,154.47,93.05,96.54799999999999,23.67,168.86
122.54,825.84,95.87,42.49,154.44999999999996,93.08,96.555,23.67,168.85
122.4993,825.27,95.87,42.48,154.39,93.07,96.53,23.67,168.72999999999996
122.48,825.3999999999999,95.87,42.49,154.405,93.14,96.51,23.68,168.75
122.5,825.1127,95.9,42.49,154.38,93.17,96.44,23.65,168.71
122.46,825.3999999999999,95.815,42.48,154.3582,93.14,96.45,23.64,168.75
122.44,825.37,95.77,42.465,154.4,93.13,96.41,23.64,168.69
122.46,825.2,95.77,42.47,154.36,93.11000000000004,96.425,23.655,168.75
122.57,825.0,95.79,42.48,154.43,93.13,96.455,23.68,168.77
122.53,824.63,95.779,42.46,154.38,93.06,96.41,23.66,168.72
122.55,824.7,95.77,42.48,154.42,93.09,96.43,23.65,168.71400000000003
122.57,824.82,95.78,42.47,154.44,93.13,96.43,23.61,168.6
122.57,824.5399999999997,95.78,42.49,154.43,93.1,96.39,23.62,168.59
122.53,824.2,95.78,42.45,154.42,93.12,96.36000000000004,23.62,168.56900000000005
122.59,823.9199999999997,95.75,42.46,154.4,93.12,96.33,23.64,168.63
122.55,823.89,95.75,42.46,154.395,93.15,96.32,23.63,168.6
122.63,824.5,95.81,42.455,154.44999999999996,93.20200000000001,96.35,23.62,168.6099
122.62,824.5,95.79,42.46,154.44999999999996,93.17,96.3,23.625,168.5
122.67,824.7999999999997,95.81,42.475,154.5,93.25,96.33,23.66,168.5899
122.66,824.73,95.78,42.46,154.58,93.22,96.33,23.63,168.67
122.04,824.35,95.43,42.45,154.24,91.43,96.15,23.57,170.08
121.87,824.31,95.04,42.5075,154.27,90.59,95.63,23.855,170.04
121.87,824.75,95.3,42.565,154.45499999999998,90.53,95.63,23.61,169.83
121.9,826.4996999999997,95.3,42.5423,154.64,90.8,95.68,23.63,169.91
121.905,826.635,95.25,42.5196,154.49,91.0388,95.685,23.65,169.76
121.91,826.805,95.2,42.58,154.34,90.99,95.69,23.67,170.04
122.23,827.2689,95.34,42.69,154.37,90.78,95.97,23.69,170.09
122.22,826.08,95.26,42.71,154.56,90.67,95.925,23.55,170.09
122.31,826.02,95.2,42.7,154.9,90.6,95.96,23.49,170.1
122.29,825.2899999999997,95.28,42.66,154.88485,90.77,95.9267,23.47,169.91
122.36000000000004,825.1549999999999,95.45,42.63,154.8697,90.735,96.06,23.495,169.75
122.31,823.5399999999997,95.37,42.57,154.77,90.795,96.0406,23.54,169.66
122.37,823.6499999999999,95.41,42.58,154.67666666666668,90.6,95.935,23.54,169.51
122.485,823.2799999999999,95.3525,42.56,154.58333333333334,90.6801,96.02,23.53,169.54
122.6,823.77,95.37,42.55,154.49,90.49,95.94,23.52,169.74
122.47,823.34,95.34,42.555,154.38,90.5,95.98,23.54,169.56
122.34,821.3999999999999,95.23,42.50100000000001,154.11,90.62,95.515,23.45,169.43
122.34,821.5,95.18,42.46,154.09995,90.58,95.465,23.47,169.39
122.405,823.0,95.2,42.48,154.0899,90.75,95.57,23.47,169.46
122.47,821.75,95.23,42.51,153.99,90.72,95.67,23.47,169.49
122.45,821.3148,95.13,42.48,154.5025,90.76,95.59,23.47,169.41
122.33,820.0499999999997,95.04,42.455,154.125,90.65,95.45,23.47,169.19999999999996
122.3375,821.07,95.065,42.46100000000001,154.38,90.78,95.43,23.46,169.27
122.345,821.06,95.22,42.48,154.5397,90.77,95.55,23.47,169.33
122.47,820.93,95.28,42.48,154.54477500000002,90.83,95.55,23.485,169.342
122.51,820.6737,95.22900000000004,42.46,154.54985,90.73,95.53666666666666,23.5,169.64
122.48666666666666,820.2749999999999,95.23,42.45,154.554925,90.75,95.52333333333334,23.5,169.57
122.46333333333334,820.2799999999999,95.35,42.48,154.56,90.98,95.51,23.4801,169.53
122.44,819.48,95.38,42.45,154.39,90.8664,95.465,23.4602,169.52
122.4,819.09,95.38,42.43,154.45499999999998,90.9182,95.4908,23.47,169.52
122.5,820.94,95.7,42.56,154.52,90.97,95.57,23.51,169.6
122.67,819.84,95.75,42.48,154.61,91.05,95.585,23.54,169.5
122.69,820.0299999999999,95.6499,42.48,154.42,91.0,95.5,23.53,169.38
122.565,820.0399999999997,95.59495000000001,42.47,154.365,90.88,95.71,23.52,169.3
122.54,820.52,95.54,42.48,154.31,90.99,95.73,23.51,169.29
122.68,821.3999999999999,95.64,42.52,154.32,90.89,95.795,23.58,169.47
122.65333333333334,820.73,95.6238,42.51,154.33833333333334,91.06,95.83,23.57,169.4
122.62666666666667,821.18,95.61000000000004,42.48,154.35666666666665,91.04,95.77,23.52,169.33
122.6,820.115,95.53,42.51,154.375,90.99,95.73,23.53,169.14
122.585,820.3999999999999,95.53,42.49,154.39333333333335,90.91799999999999,95.68,23.53,169.22
